"VMailMessage","DayMins","EveMins","NightMins","IntlMins","CustServCalls","DayCalls","DayCharge","EveCalls","EveCharge","NightCalls","NightCharge","IntlCalls","IntlCharge","AreaCode","Phone","AccountLength","Churn","IntlPlan","VMailPlan","State"
0,110.400,137.300,189.600,7.700,2,103,18.770,102,11.670,105,8.530,6,2.080,"415","350-2565",111,"0",0,0,"SC"
0,131.500,174.800,184.200,7.900,5,99,22.360,128,14.860,83,8.290,2,2.130,"510","421-1326",88,"1",0,0,"WV"
0,223.200,214.400,154.400,10.100,3,76,37.940,131,18.220,80,6.950,2,2.730,"415","408-6621",176,"0",0,0,"ME"
31,104.900,237.600,263.400,7.700,3,115,17.830,125,20.200,104,11.850,6,2.080,"415","394-2553",117,"0",0,1,"OK"
32,221.100,264.900,168.900,15.400,2,137,37.590,99,22.520,108,7.600,4,4.160,"408","344-3160",133,"1",1,1,"NC"
16,200.300,197.800,151.100,10.400,1,72,34.050,91,16.810,92,6.800,3,2.810,"415","351-2928",112,"0",1,1,"NE"
0,117.800,199.200,244.100,11.800,0,100,20.030,105,16.930,119,10.980,4,3.190,"408","380-4374",133,"1",0,0,"OH"
31,225.000,191.300,226.700,9.100,1,78,38.250,79,16.260,79,10.200,3,2.460,"510","347-5354",59,"0",1,1,"NJ"
27,165.000,127.300,284.400,7.700,2,89,28.050,118,10.820,95,12.800,4,2.080,"415","329-9517",47,"0",0,1,"WA"
0,216.900,207.400,221.700,17.500,1,61,36.870,120,17.630,110,9.980,5,4.730,"415","366-7247",93,"1",1,0,"MI"
0,193.800,195.300,182.700,8.500,1,90,32.950,121,16.600,108,8.220,3,2.300,"415","419-6133",153,"0",0,0,"NJ"
0,159.100,231.300,143.200,8.800,5,114,27.050,117,19.660,91,6.440,3,2.380,"415","398-1294",119,"1",0,0,"ID"
0,222.800,215.900,223.500,0.000,1,114,37.880,113,18.350,122,10.060,0,0.000,"415","369-9465",70,"0",0,0,"KS"
0,109.000,259.300,182.100,13.300,4,88,18.530,120,22.040,119,8.190,3,3.590,"510","353-9998",75,"1",0,0,"PA"
0,159.500,240.800,210.300,11.400,1,123,27.120,93,20.470,76,9.460,3,3.080,"510","414-9054",68,"0",0,0,"KS"
0,264.300,160.900,198.600,9.300,0,91,44.930,115,13.680,73,8.940,5,2.510,"415","421-9401",92,"0",1,0,"WI"
36,168.000,163.200,172.700,8.000,6,81,28.560,125,13.870,120,7.770,2,2.160,"415","333-3010",98,"1",0,1,"KY"
0,260.400,146.000,269.500,11.500,5,115,44.270,46,12.410,87,12.130,4,3.110,"415","362-4596",96,"0",0,0,"OK"
0,177.900,224.600,306.300,10.800,2,129,30.240,87,19.090,102,13.780,6,2.920,"408","383-5474",36,"0",0,0,"MO"
0,193.100,172.100,129.600,10.200,0,85,32.830,105,14.630,119,5.830,1,2.750,"415","390-9698",78,"0",0,0,"UT"
0,322.300,230.400,241.500,7.800,2,100,54.790,135,19.580,104,10.870,5,2.110,"415","394-5489",161,"1",0,0,"NC"
0,188.900,153.600,213.300,10.200,2,105,32.110,116,13.060,106,9.600,2,2.750,"415","342-8348",61,"0",0,0,"MI"
0,148.400,193.800,206.000,6.900,0,95,25.230,98,16.470,106,9.270,6,1.860,"415","394-4548",110,"0",0,0,"AK"
0,299.500,226.700,210.700,13.700,0,125,50.920,92,19.270,134,9.480,4,3.700,"415","372-6497",76,"1",0,0,"GA"
0,272.600,248.700,197.400,9.500,1,83,46.340,74,21.140,111,8.880,2,2.570,"415","387-5453",54,"1",0,0,"MT"
0,210.900,329.300,127.100,9.400,4,85,35.850,69,27.990,78,5.720,5,2.540,"408","378-9478",100,"0",0,0,"IA"
0,126.000,144.300,302.800,7.600,1,96,21.420,80,12.270,102,13.630,3,2.050,"415","366-6751",212,"0",0,0,"CT"
30,191.700,193.000,149.400,11.100,1,109,32.590,86,16.410,93,6.720,4,3.000,"415","399-6642",41,"0",0,1,"ME"
0,140.700,195.200,252.900,11.700,0,77,23.920,114,16.590,107,11.380,5,3.160,"408","372-7326",78,"0",0,0,"WA"
31,194.900,191.600,153.000,13.200,2,63,33.130,90,16.290,129,6.890,2,3.560,"415","419-3937",69,"0",0,1,"AZ"
0,123.100,213.900,184.900,12.000,5,88,20.930,84,18.180,88,8.320,2,3.240,"510","372-8883",111,"1",0,0,"MD"
0,196.100,199.700,135.900,12.900,3,103,33.340,123,16.970,71,6.120,1,3.480,"408","348-1706",110,"0",0,0,"ND"
28,151.400,152.400,250.100,0.000,1,95,25.740,97,12.950,109,11.250,0,0.000,"408","360-2690",87,"0",0,1,"HI"
0,94.400,215.100,179.700,13.100,2,80,16.050,101,18.280,108,8.090,9,3.540,"408","388-9944",131,"0",0,0,"DE"
0,140.000,196.400,120.100,9.700,4,101,23.800,77,16.690,133,5.400,4,2.620,"510","411-5677",122,"1",1,0,"GA"
37,201.200,280.100,154.200,11.800,1,76,34.200,122,23.810,110,6.940,1,3.190,"415","363-8424",57,"0",0,1,"KS"
24,176.100,159.400,269.100,12.100,0,109,29.940,81,13.550,94,12.110,9,3.270,"415","380-2600",97,"0",0,1,"AK"
0,125.300,167.600,260.600,8.400,1,84,21.300,121,14.250,94,11.730,4,2.270,"415","372-3987",140,"0",0,0,"TN"
0,224.900,143.800,198.900,8.000,0,102,38.230,87,12.220,105,8.950,2,2.160,"415","405-1821",125,"0",0,0,"MD"
0,166.500,210.200,257.200,9.900,1,129,28.310,107,17.870,93,11.570,5,2.670,"415","400-4020",131,"0",0,0,"KY"
0,201.800,231.500,226.100,16.500,0,82,34.310,95,19.680,130,10.170,5,4.460,"510","337-3769",116,"0",0,0,"MN"
0,261.800,245.000,202.100,14.700,0,69,44.510,135,20.830,94,9.090,4,3.970,"510","328-9797",63,"1",0,0,"WV"
0,161.500,214.200,315.000,8.600,1,123,27.460,81,18.210,106,14.180,5,2.320,"415","396-9656",17,"0",0,0,"RI"
0,180.800,288.800,191.900,14.100,2,109,30.740,58,24.550,91,8.640,6,3.810,"510","328-8230",28,"0",0,0,"RI"
32,50.600,201.400,146.800,4.200,2,62,8.600,87,17.120,121,6.610,4,1.130,"408","383-4319",79,"0",0,1,"MN"
0,110.900,213.400,186.200,7.900,2,54,18.850,82,18.140,116,8.380,2,2.130,"408","360-1320",116,"0",0,0,"NV"
28,157.100,172.400,184.500,11.100,1,77,26.710,97,14.650,94,8.300,9,3.000,"510","347-9769",140,"0",0,1,"SC"
0,195.400,212.100,138.400,15.100,1,116,33.220,101,18.030,134,6.230,11,4.080,"510","398-4538",68,"0",0,0,"WY"
0,196.000,213.400,196.800,7.900,1,74,33.320,96,18.140,81,8.860,6,2.130,"415","388-7701",157,"0",0,0,"CO"
0,255.100,230.600,218.000,8.500,3,124,43.370,110,19.600,69,9.810,5,2.300,"510","388-7540",209,"1",0,0,"SC"
0,133.400,204.600,196.900,11.100,1,102,22.680,71,17.390,103,8.860,7,3.000,"415","343-1458",119,"0",0,0,"NY"
0,241.700,168.500,169.800,11.100,2,115,41.090,133,14.320,122,7.640,2,3.000,"415","366-6248",73,"0",0,0,"RI"
0,321.600,251.600,141.100,11.300,2,107,54.670,115,21.390,158,6.350,3,3.050,"510","370-5527",23,"1",0,0,"CT"
0,260.400,208.200,207.900,10.000,6,107,44.270,104,17.700,115,9.360,2,2.700,"408","410-5370",67,"0",0,0,"VT"
36,171.200,185.800,227.600,10.800,1,138,29.100,102,15.790,97,10.240,3,2.920,"408","417-1360",87,"0",1,1,"IL"
41,171.600,136.100,183.400,10.800,0,110,29.170,78,11.570,103,8.250,7,2.920,"415","333-1012",108,"0",0,1,"NJ"
0,264.500,194.000,262.700,7.500,2,117,44.970,111,16.490,111,11.820,4,2.030,"510","351-2815",100,"1",0,0,"ME"
0,99.300,270.500,225.300,9.000,3,112,16.880,136,22.990,94,10.140,6,2.430,"408","351-9537",111,"0",0,0,"VT"
0,154.400,217.200,185.400,13.900,1,130,26.250,101,18.460,52,8.340,4,3.750,"415","353-5714",101,"0",0,0,"MT"
31,313.800,147.700,192.700,10.100,3,87,53.350,103,12.550,97,8.670,7,2.730,"415","363-7802",210,"0",0,1,"NC"
0,189.800,147.700,172.700,10.600,1,101,32.270,80,12.550,121,7.770,5,2.860,"510","393-3274",114,"0",0,0,"MT"
0,240.300,164.600,240.700,10.600,1,146,40.850,83,13.990,106,10.830,2,2.860,"415","416-8697",44,"0",0,0,"NE"
0,326.300,165.100,162.900,7.500,1,112,55.470,110,14.030,97,7.330,1,2.030,"415","373-4264",89,"1",0,0,"WI"
0,321.100,265.500,180.500,11.500,4,105,54.590,122,22.570,72,8.120,2,3.110,"408","409-1856",62,"1",0,0,"MD"
24,274.700,193.500,299.600,10.800,3,99,46.700,118,16.450,109,13.480,3,2.920,"415","404-6357",105,"0",0,1,"KY"
0,196.500,158.600,269.300,6.800,0,88,33.410,129,13.480,118,12.120,3,1.840,"415","352-5663",72,"0",0,0,"NC"
0,194.600,232.800,173.400,3.800,3,114,33.080,106,19.790,92,7.800,2,1.030,"415","390-3565",95,"0",0,0,"AL"
0,85.900,193.900,231.500,10.100,0,92,14.600,127,16.480,93,10.420,2,2.730,"415","342-4004",57,"0",0,0,"CO"
0,119.300,211.500,268.900,10.500,3,87,20.280,101,17.980,86,12.100,4,2.840,"415","381-2709",25,"0",0,0,"NM"
0,125.200,205.400,254.400,18.900,0,99,21.280,107,17.460,111,11.450,2,5.100,"408","359-5890",128,"0",0,0,"ID"
0,128.800,104.900,141.100,11.200,1,96,21.900,71,8.920,128,6.350,2,3.020,"408","363-1107",168,"0",0,0,"IA"
0,217.800,220.600,277.300,10.300,1,91,37.030,97,18.750,89,12.480,6,2.780,"415","414-1496",73,"1",0,0,"VT"
0,166.400,243.200,229.200,9.900,1,85,28.290,135,20.670,95,10.310,5,2.670,"415","409-7494",167,"0",0,0,"NY"
26,116.700,145.900,175.100,9.900,1,71,19.840,88,12.400,103,7.880,3,2.670,"415","361-1315",190,"0",0,1,"RI"
0,196.000,186.000,153.000,9.800,3,135,33.320,146,15.810,92,6.890,1,2.650,"510","331-9149",139,"0",0,0,"SD"
0,67.700,195.700,236.500,12.000,1,68,11.510,86,16.630,137,10.640,2,3.240,"510","355-4143",77,"0",0,0,"WV"
0,222.700,105.800,214.800,13.500,1,94,37.860,98,8.990,78,9.670,4,3.650,"408","356-4558",110,"0",0,0,"MO"
25,248.600,119.300,194.300,12.000,1,91,42.260,115,10.140,83,8.740,1,3.240,"510","395-8330",107,"0",0,1,"WI"
0,119.700,231.800,222.300,4.600,2,148,20.350,96,19.700,113,10.000,2,1.240,"510","338-9873",55,"0",0,0,"NM"
0,206.200,211.200,196.200,10.200,1,100,35.050,118,17.950,122,8.830,6,2.750,"408","412-9190",132,"0",0,0,"MO"
0,137.800,225.800,145.200,10.200,1,120,23.430,110,19.190,95,6.530,6,2.750,"415","415-4564",129,"1",0,0,"IN"
0,157.300,197.500,128.200,8.400,2,116,26.740,77,16.790,111,5.770,4,2.270,"510","417-9278",95,"0",0,0,"KY"
0,175.400,250.700,289.300,9.800,1,125,29.820,87,21.310,74,13.020,9,2.650,"510","374-5530",109,"0",0,0,"AR"
0,207.000,173.800,178.400,12.100,1,112,35.190,96,14.770,61,8.030,3,3.270,"415","397-8051",71,"0",0,0,"IL"
0,142.500,195.700,122.100,7.800,2,87,24.230,88,16.630,117,5.490,8,2.110,"510","363-5853",100,"0",0,0,"AR"
0,167.700,93.700,241.300,13.400,3,94,28.510,121,7.960,115,10.860,1,3.620,"408","409-4447",121,"1",1,0,"CO"
18,149.900,170.900,171.500,11.500,0,84,25.480,84,14.530,112,7.720,7,3.110,"415","402-6744",103,"1",0,1,"CA"
0,305.100,188.000,235.400,8.500,0,106,51.870,115,15.980,116,10.590,5,2.300,"415","417-4456",75,"1",0,0,"TX"
0,128.300,197.100,138.400,12.200,7,121,21.810,93,16.750,152,6.230,5,3.290,"415","380-3437",86,"1",0,0,"AL"
33,177.100,194.000,253.400,5.200,1,100,30.110,85,16.490,124,11.400,5,1.400,"408","393-9548",131,"0",0,1,"ND"
0,175.200,244.400,75.800,7.500,1,91,29.780,109,20.770,95,3.410,2,2.030,"415","378-8019",95,"0",0,0,"WV"
0,212.800,204.100,156.200,10.200,1,79,36.180,91,17.350,113,7.030,2,2.750,"408","396-2945",147,"0",0,0,"KY"
40,142.900,88.600,290.000,10.800,1,105,24.290,61,7.530,96,13.050,6,2.920,"415","332-6633",134,"0",0,1,"AZ"
0,247.500,225.400,244.300,10.200,2,85,42.080,93,19.160,132,10.990,2,2.750,"415","337-1586",54,"1",0,0,"AR"
0,145.500,228.400,273.400,8.900,1,116,24.740,110,19.410,91,12.300,8,2.400,"408","349-2157",64,"0",0,0,"VT"
0,250.900,171.400,148.600,9.600,2,108,42.650,100,14.570,85,6.690,6,2.590,"415","401-7654",176,"0",0,0,"RI"
0,116.800,178.900,182.400,14.100,1,87,19.860,93,15.210,150,8.210,2,3.810,"415","397-5060",65,"0",0,0,"OR"
17,167.900,243.700,211.900,9.100,1,114,28.540,93,20.710,114,9.540,2,2.460,"415","344-6935",79,"0",0,1,"IA"
0,222.300,231.500,223.500,11.000,3,132,37.790,101,19.680,75,10.060,2,2.970,"510","395-1962",85,"0",0,0,"GA"
0,125.200,206.400,129.300,8.300,0,93,21.280,119,17.540,139,5.820,8,2.240,"408","365-9011",113,"0",1,0,"MN"
25,129.000,290.000,177.100,11.600,1,77,21.930,110,24.650,110,7.970,5,3.130,"415","386-3823",114,"0",0,1,"SD"
0,0.000,159.600,167.100,6.800,4,0,0.000,130,13.570,88,7.520,1,1.840,"415","392-2555",98,"1",0,0,"SD"
0,134.700,180.000,200.900,7.700,1,121,22.900,83,15.300,104,9.040,3,2.080,"415","344-6495",117,"0",0,0,"OK"
0,227.400,211.500,258.200,11.900,0,105,38.660,120,17.980,113,11.620,3,3.210,"510","385-7861",81,"0",1,0,"DC"
29,211.100,223.500,148.400,9.700,2,89,35.890,97,19.000,106,6.680,9,2.620,"510","399-7029",77,"0",0,1,"ID"
0,170.500,254.300,197.300,10.500,2,103,28.990,77,21.620,138,8.880,2,2.840,"415","408-6305",66,"0",0,0,"OH"
0,137.300,212.200,152.700,10.500,1,100,23.340,129,18.040,92,6.870,2,2.840,"415","413-5306",120,"0",0,0,"MA"
0,170.100,271.800,110.700,8.700,1,113,28.920,94,23.100,78,4.980,4,2.350,"408","368-3117",94,"0",1,0,"TN"
37,121.500,271.400,248.700,11.300,2,97,20.660,110,23.070,97,11.190,5,3.050,"510","385-7387",75,"0",0,1,"AZ"
40,231.900,211.800,268.500,12.300,2,56,39.420,91,18.000,74,12.080,3,3.320,"408","398-8122",163,"0",0,1,"CT"
0,168.600,175.600,243.300,10.900,0,99,28.660,107,14.930,92,10.950,7,2.940,"510","336-1574",125,"0",0,0,"NV"
0,244.600,188.800,206.000,11.300,1,89,41.580,80,16.050,114,9.270,4,3.050,"408","343-6374",124,"0",1,0,"CA"
38,193.000,153.600,260.400,7.400,2,106,32.810,106,13.060,87,11.720,5,2.000,"408","351-1894",84,"0",0,1,"ND"
31,282.300,152.000,225.500,12.000,1,70,47.990,89,12.920,93,10.150,4,3.240,"408","348-7484",65,"0",0,1,"SD"
0,267.400,204.200,111.700,5.900,1,78,45.460,85,17.360,146,5.030,4,1.590,"415","355-4992",129,"0",1,0,"FL"
0,260.800,258.100,131.300,5.800,1,87,44.340,78,21.940,123,5.910,2,1.570,"415","361-4137",35,"0",0,0,"ND"
0,71.200,304.400,183.300,8.600,0,90,12.100,119,25.870,103,8.250,4,2.320,"510","376-1641",155,"0",0,0,"GA"
0,152.800,183.600,151.800,10.500,1,145,25.980,102,15.610,75,6.830,2,2.840,"415","345-8397",70,"0",0,0,"DC"
32,80.300,199.900,170.800,16.600,0,94,13.650,124,16.990,117,7.690,3,4.480,"408","377-3876",134,"0",0,1,"CT"
0,134.700,295.300,195.500,6.600,2,116,22.900,98,25.100,121,8.800,5,1.780,"408","345-2448",91,"0",0,0,"MI"
26,146.600,172.800,173.800,10.000,1,68,24.920,67,14.690,113,7.820,2,2.700,"415","356-8621",1,"0",0,1,"SC"
0,205.300,240.500,179.100,5.000,1,122,34.900,155,20.440,107,8.060,9,1.350,"408","408-8650",134,"0",0,0,"PA"
0,240.100,180.400,133.400,8.000,3,115,40.820,91,15.330,122,6.000,6,2.160,"415","369-7903",132,"0",0,0,"WA"
0,178.700,292.100,265.900,9.800,0,116,30.380,138,24.830,101,11.970,4,2.650,"408","401-3926",151,"0",0,0,"LA"
29,219.200,206.000,192.400,15.000,1,102,37.260,109,17.510,117,8.660,5,4.050,"510","392-6647",157,"0",0,1,"DC"
0,211.300,165.700,265.900,13.300,1,87,35.920,97,14.080,72,11.970,6,3.590,"415","399-5763",45,"0",0,0,"IA"
0,256.800,230.100,143.600,9.100,3,90,43.660,104,19.560,82,6.460,10,2.460,"510","375-8596",136,"0",1,0,"ND"
0,189.100,246.100,242.000,10.400,1,105,32.150,147,20.920,106,10.890,5,2.810,"415","362-5111",159,"1",0,0,"NE"
0,280.400,179.400,150.600,15.200,5,127,47.670,79,15.250,77,6.780,6,4.100,"408","382-2026",104,"0",0,0,"IN"
0,204.900,135.200,208.200,10.400,5,107,34.830,102,11.490,106,9.370,3,2.810,"415","354-6960",103,"0",0,0,"WA"
42,148.700,167.300,270.600,10.400,0,105,25.280,105,14.220,105,12.180,7,2.810,"415","372-8925",118,"0",0,1,"NM"
0,212.100,150.100,219.800,7.700,3,95,36.060,88,12.760,111,9.890,2,2.080,"415","354-9062",107,"0",0,0,"NJ"
27,220.100,268.200,146.500,11.100,0,128,37.420,133,22.800,80,6.590,3,3.000,"415","385-7922",119,"0",0,1,"OH"
0,226.300,274.300,242.700,8.200,2,95,38.470,109,23.320,119,10.920,3,2.210,"510","359-3423",27,"1",0,0,"SD"
0,109.400,101.300,167.300,7.800,1,103,18.600,111,8.610,106,7.530,7,2.110,"510","421-1484",173,"0",0,0,"WV"
0,113.700,165.100,141.500,10.800,1,67,19.330,127,14.030,142,6.370,3,2.920,"415","410-2015",88,"0",0,0,"IA"
0,126.900,180.000,140.800,8.000,1,98,21.570,62,15.300,128,6.340,2,2.160,"415","340-5121",141,"0",0,0,"CO"
0,156.400,130.400,207.300,7.300,1,116,26.590,114,11.080,109,9.330,5,1.970,"415","375-3341",101,"0",1,0,"MO"
0,179.200,210.700,276.900,9.200,2,77,30.460,99,17.910,58,12.460,6,2.480,"415","422-4241",90,"0",0,0,"AZ"
0,240.800,144.500,125.700,11.600,0,104,40.940,92,12.280,98,5.660,1,3.130,"415","344-6334",138,"0",0,0,"AZ"
0,203.800,205.100,154.900,9.000,1,77,34.650,111,17.430,109,6.970,2,2.430,"510","380-3186",74,"0",0,0,"CT"
0,83.800,240.200,158.600,6.700,1,121,14.250,96,20.420,108,7.140,8,1.810,"408","399-6852",86,"0",0,0,"NE"
36,87.200,169.300,166.700,10.900,6,92,14.820,110,14.390,80,7.500,5,2.940,"510","327-3587",103,"1",0,1,"UT"
0,116.200,229.700,204.200,10.100,3,86,19.750,127,19.520,109,9.190,3,2.730,"408","347-2951",85,"0",1,0,"FL"
20,214.600,96.600,170.700,7.900,1,108,36.480,82,8.210,145,7.680,5,2.130,"510","333-9664",152,"0",0,1,"VT"
0,172.900,183.000,226.400,9.800,0,119,29.390,86,15.560,100,10.190,1,2.650,"510","346-2020",37,"1",1,0,"TX"
0,191.300,138.500,246.000,6.400,2,80,32.520,94,11.770,107,11.070,3,1.730,"510","347-4982",111,"0",0,0,"UT"
0,119.200,168.300,204.700,12.200,4,88,20.260,110,14.310,119,9.210,6,3.290,"415","368-7706",149,"1",0,0,"NH"
0,157.600,198.300,364.900,9.100,1,92,26.790,87,16.860,106,16.420,4,2.460,"408","385-6952",73,"0",0,0,"GA"
25,96.200,178.900,182.100,12.900,2,112,16.350,70,15.210,84,8.190,10,3.480,"510","357-9832",139,"0",0,1,"MN"
18,106.400,108.100,208.400,10.100,1,109,18.090,113,9.190,111,9.380,5,2.730,"415","392-3813",144,"0",0,1,"OH"
0,227.900,302.600,191.500,5.500,1,130,38.740,71,25.720,82,8.620,7,1.490,"408","344-1362",128,"1",0,0,"VT"
27,283.400,224.100,241.300,14.400,2,104,48.180,152,19.050,63,10.860,7,3.890,"510","330-2662",107,"0",0,1,"VA"
0,192.900,185.500,205.200,10.900,1,131,32.790,101,15.770,130,9.230,4,2.940,"510","408-2712",129,"0",1,0,"MA"
0,143.100,239.600,221.700,7.100,2,139,24.330,88,20.370,123,9.980,5,1.920,"415","354-4333",13,"0",0,0,"AL"
31,103.100,243.000,76.400,12.200,3,90,17.530,135,20.660,92,3.440,8,3.290,"510","391-7661",79,"0",0,1,"MD"
26,266.700,232.300,212.800,16.300,1,109,45.340,107,19.750,98,9.580,4,4.400,"408","370-7565",32,"0",0,1,"WV"
0,169.900,138.300,142.600,8.500,1,77,28.880,155,11.760,105,6.420,7,2.300,"408","388-8797",98,"0",0,0,"GA"
0,183.200,179.200,292.800,9.900,2,131,31.140,73,15.230,100,13.180,5,2.670,"415","384-2219",168,"0",0,0,"IN"
34,146.400,89.700,220.000,15.600,2,104,24.890,103,7.620,91,9.900,4,4.210,"415","327-9341",122,"0",0,1,"NJ"
0,195.100,148.800,224.500,6.700,0,100,33.170,95,12.650,117,10.100,2,1.810,"408","406-8465",132,"0",0,0,"MT"
32,210.300,192.200,246.100,10.800,6,116,35.750,83,16.340,92,11.070,4,2.920,"510","422-8333",78,"0",0,1,"NE"
0,169.800,183.100,395.000,12.700,2,123,28.870,94,15.560,72,17.770,7,3.430,"510","408-2089",172,"0",0,0,"VA"
15,88.100,175.900,269.900,9.700,2,125,14.980,142,14.950,85,12.150,1,2.620,"510","349-4070",105,"0",0,1,"IA"
0,117.900,160.400,235.300,11.400,0,101,20.040,92,13.630,150,10.590,10,3.080,"408","362-2356",83,"0",0,0,"MO"
0,272.500,226.100,159.100,16.400,3,119,46.330,94,19.220,94,7.160,5,4.430,"415","339-6477",112,"1",0,0,"TN"
0,167.300,230.000,191.700,10.600,1,91,28.440,68,19.550,118,8.630,5,2.860,"415","402-5155",66,"1",0,0,"DC"
0,198.300,187.000,133.500,16.600,2,80,33.710,89,15.900,96,6.010,4,4.480,"415","405-4303",87,"0",0,0,"MI"
0,252.900,178.400,263.900,9.500,3,93,42.990,112,15.160,105,11.880,7,2.570,"415","400-9510",78,"0",0,0,"ME"
0,164.500,147.900,252.700,11.200,0,75,27.970,118,12.570,97,11.370,2,3.020,"415","374-6217",63,"0",0,0,"TN"
26,118.500,213.900,132.600,13.400,2,86,20.150,118,18.180,99,5.970,3,3.620,"510","394-8504",75,"0",0,1,"FL"
0,193.200,194.400,186.500,9.700,4,89,32.840,90,16.520,104,8.390,2,2.620,"415","356-7580",13,"0",0,0,"NH"
0,126.700,206.000,247.800,13.300,1,108,21.540,90,17.510,114,11.150,7,3.590,"408","359-9794",125,"0",0,0,"DE"
0,161.300,220.600,224.700,9.600,1,122,27.420,95,18.750,104,10.110,3,2.590,"408","362-6528",129,"0",0,0,"DE"
0,165.000,202.600,172.300,12.500,1,129,28.050,113,17.220,94,7.750,7,3.380,"408","368-1288",98,"1",0,0,"OH"
0,105.000,251.600,258.000,14.900,0,150,17.850,90,21.390,93,11.610,5,4.020,"408","420-9575",123,"0",0,0,"OH"
0,300.400,133.200,197.400,7.200,2,94,51.070,103,11.320,94,8.880,5,1.940,"510","342-6696",48,"0",0,0,"IN"
0,167.800,142.000,190.700,7.300,2,119,28.530,123,12.070,128,8.580,4,1.970,"408","393-3535",116,"0",0,0,"SD"
0,212.400,224.600,221.300,9.000,1,105,36.110,118,19.090,105,9.960,4,2.430,"510","344-7470",92,"0",0,0,"MN"
0,197.900,181.500,281.400,6.700,3,108,33.640,109,15.430,56,12.660,5,1.810,"415","362-7318",71,"0",0,0,"DE"
0,170.500,173.700,248.600,11.300,1,94,28.990,109,14.760,75,11.190,2,3.050,"408","397-4976",122,"0",0,0,"IN"
0,286.700,134.400,192.900,6.900,2,100,48.740,121,11.420,122,8.680,5,1.860,"510","382-5478",55,"0",0,0,"NM"
22,196.000,322.700,225.600,3.700,1,82,33.320,82,27.430,120,10.150,5,1.000,"415","355-6531",117,"0",1,1,"IN"
0,211.700,271.700,203.300,7.400,0,107,35.990,77,23.090,108,9.150,7,2.000,"408","342-5243",63,"0",0,0,"WA"
28,141.300,168.000,113.500,7.800,1,94,24.020,108,14.280,84,5.110,2,2.110,"408","404-5387",47,"0",0,1,"AL"
0,146.300,171.800,167.500,5.300,1,108,24.870,102,14.600,66,7.540,9,1.430,"415","411-6663",87,"0",0,0,"UT"
29,155.400,188.500,254.900,8.000,3,110,26.420,104,16.020,118,11.470,4,2.160,"510","420-8242",92,"0",0,1,"NJ"
0,168.000,192.400,166.500,10.100,2,116,28.560,94,16.350,98,7.490,3,2.730,"415","382-8518",64,"0",0,0,"TX"
0,217.200,303.400,197.100,12.400,0,121,36.920,73,25.790,71,8.870,2,3.350,"415","406-2242",98,"1",0,0,"TX"
0,260.500,102.400,129.700,9.800,1,108,44.290,110,8.700,148,5.840,5,2.650,"415","354-6942",107,"0",0,0,"KS"
0,136.100,181.400,131.400,11.300,0,116,23.140,93,15.420,108,5.910,4,3.050,"415","381-1328",166,"0",0,0,"MD"
0,97.200,186.200,189.000,10.400,2,80,16.520,90,15.830,92,8.500,6,2.810,"415","396-2324",64,"0",0,0,"NV"
0,201.400,97.600,202.500,7.000,0,101,34.240,122,8.300,119,9.110,3,1.890,"408","383-1431",67,"0",0,0,"KS"
0,230.300,77.900,247.100,13.200,1,110,39.150,87,6.620,105,11.120,4,3.560,"415","345-7014",70,"0",0,0,"AL"
39,211.900,274.400,210.500,5.400,1,40,36.020,76,23.320,139,9.470,4,1.460,"408","391-6558",58,"0",0,1,"WV"
24,155.200,244.500,122.400,10.700,1,131,26.380,106,20.780,68,5.510,3,2.890,"415","333-5609",82,"0",0,1,"PA"
0,162.000,247.500,155.500,8.900,0,81,27.540,89,21.040,99,7.000,8,2.400,"408","358-1778",110,"0",0,0,"NH"
0,137.600,162.000,187.700,5.800,3,108,23.390,80,13.770,126,8.450,10,1.570,"408","410-5192",30,"0",0,0,"CT"
0,119.100,287.700,223.000,12.200,0,117,20.250,136,24.450,100,10.040,4,3.290,"415","343-6314",143,"0",0,0,"FL"
0,231.900,160.100,110.400,14.300,3,101,39.420,94,13.610,98,4.970,6,3.860,"415","419-9097",140,"0",0,0,"MI"
0,271.100,237.400,145.400,8.400,1,101,46.090,133,20.180,103,6.540,6,2.270,"415","404-4809",93,"1",0,0,"CT"
19,178.100,212.800,226.300,10.000,1,110,30.280,100,18.090,123,10.180,6,2.700,"415","359-3833",119,"0",0,1,"NH"
26,161.300,250.300,142.400,6.600,1,97,27.420,110,21.280,92,6.410,8,1.780,"415","380-6631",119,"0",0,1,"WA"
0,231.100,153.400,191.300,9.600,3,57,39.290,55,13.040,123,8.610,4,2.590,"415","370-3271",68,"0",0,0,"WV"
0,208.800,213.700,175.100,12.400,3,101,35.500,87,18.160,86,7.880,6,3.350,"510","406-4604",82,"0",1,0,"UT"
0,193.000,250.000,133.300,9.600,2,101,32.810,81,21.250,79,6.000,2,2.590,"408","405-7542",114,"0",0,0,"NC"
0,195.900,227.000,313.200,13.200,2,111,33.300,108,19.300,113,14.090,1,3.560,"415","415-8164",115,"0",0,0,"DE"
0,149.600,200.700,181.200,14.300,0,120,25.430,85,17.060,107,8.150,9,3.860,"408","417-6044",93,"0",0,0,"VT"
30,153.400,151.400,153.800,12.800,4,90,26.080,97,12.870,97,6.920,4,3.460,"415","344-3466",126,"1",0,1,"MT"
0,238.000,164.500,282.500,10.600,2,97,40.460,97,13.980,132,12.710,6,2.860,"415","331-4184",87,"0",0,0,"WI"
